source,target
59-7202,17-5910
59-7202,j-HVJagadish
26-6760,m-TanuMalik
26-6760,a-AnastassiaAilamaki
b-RandalCBurns,m-TanuMalik
b-RandalCBurns,a-AnastassiaAilamaki
23-4530,b-LEBertossi
52-3356,127-0138
66-4019-1,y-DanfengYao
233-6232,26-6037
233-6232,a-AnastassiaAilamaki
233-6232,41-9728
h-PeterJHaas,57-2391
h-PeterJHaas,22-5523
h-PeterJHaas,76-4153
h-PeterJHaas,264-7385
h-PeterJHaas,279-9957
h-PeterJHaas,24-3865
h-PeterJHaas,123-5907
h-PeterJHaas,117-4204
h-PeterJHaas,19-3517
h-PeterJHaas,151-3261
h-PeterJHaas,151-3226
h-PeterJHaas,151-3178
h-PeterJHaas,151-3119
h-PeterJHaas,151-3288
h-PeterJHaas,91-770
h-PeterJHaas,65-6295
h-PeterJHaas,151-3231
h-PeterJHaas,151-3192
h-PeterJHaas,74-1446
h-PeterJHaas,145-5249
h-PeterJHaas,21-5521-1
h-PeterJHaas,38-5190
h-PeterJHaas,329-6045
h-PeterJHaas,38-828
h-PeterJHaas,232-2073
h-PeterJHaas,03-8978
h-PeterJHaas,94-226
h-PeterJHaas,29-5942
h-PeterJHaas,254-3548
h-PeterJHaas,34-1193
h-PeterJHaas,87-6182
h-PeterJHaas,213-7863
h-PeterJHaas,203-8811
h-PeterJHaas,15-902
h-PeterJHaas,g-PeterWGlynn
h-PeterJHaas,14-5682
h-PeterJHaas,86-984
h-PeterJHaas,p-VPoosala
h-PeterJHaas,68-2688
h-PeterJHaas,47-6544
h-PeterJHaas,01-5944
h-PeterJHaas,29-5159
h-PeterJHaas,53-2744
h-PeterJHaas,95-7406
h-PeterJHaas,57-941
h-PeterJHaas,13-6295
h-PeterJHaas,35-2529
h-PeterJHaas,80-10492
h-PeterJHaas,68-10492
h-PeterJHaas,63-884
h-PeterJHaas,90-4949
h-PeterJHaas,05-2613
h-PeterJHaas,55-8429
h-PeterJHaas,08-4685
h-PeterJHaas,82-10496
h-PeterJHaas,53-2140
h-PeterJHaas,62-2192
h-PeterJHaas,50-3044
h-PeterJHaas,91-3754
h-PeterJHaas,86-644
h-PeterJHaas,98-1350
h-PeterJHaas,19-6540
h-PeterJHaas,17-5572
h-PeterJHaas,31-5224
h-PeterJHaas,38-8429
h-PeterJHaas,93-10496
h-PeterJHaas,19-6977
h-PeterJHaas,64-2096
h-PeterJHaas,17-6696
h-PeterJHaas,53-3446
h-PeterJHaas,78-3835
h-PeterJHaas,32-5664
h-PeterJHaas,51-7514-1
h-PeterJHaas,99-3704
h-PeterJHaas,04-4806
h-PeterJHaas,52-584
h-PeterJHaas,243-2320
h-PeterJHaas,254-3522
h-PeterJHaas,30-3895
h-PeterJHaas,35-3952
h-PeterJHaas,90-3663
h-PeterJHaas,s-LeeWSchruben
h-PeterJHaas,13-4641
h-PeterJHaas,16-3873-2
h-PeterJHaas,99-4592
h-PeterJHaas,23-5281
h-PeterJHaas,172-3613
h-PeterJHaas,158-0309
h-PeterJHaas,80-3893
h-PeterJHaas,60-3093
h-PeterJHaas,65-1564
h-PeterJHaas,51-2850
h-PeterJHaas,82-5990
h-PeterJHaas,152-4900
h-PeterJHaas,341-6074
h-PeterJHaas,65-9203
h-PeterJHaas,o-LJOsterweil
h-PeterJHaas,10-1462
h-PeterJHaas,166-5177
h-PeterJHaas,31-529
h-PeterJHaas,166-5138
h-PeterJHaas,166-5175
h-PeterJHaas,166-5127
h-PeterJHaas,166-5148
h-PeterJHaas,46-5449
h-PeterJHaas,166-5288
h-PeterJHaas,53-1020
h-PeterJHaas,45-6607
h-PeterJHaas,73-1969
h-PeterJHaas,193-9577
h-PeterJHaas,21-3781
h-PeterJHaas,352-2686
h-PeterJHaas,124-7131
h-PeterJHaas,124-7240
h-PeterJHaas,82-1037
h-PeterJHaas,134-9676
h-PeterJHaas,68-387
h-PeterJHaas,230-4155
h-PeterJHaas,m-JussiMyllymaki
h-PeterJHaas,217-9224
22-5523,o-VincentOria
22-5523,61-3234
22-5523,66-974
22-5523,37-548
22-5523,83-8652
22-5523,33-2952
76-4153,n-JeffreyFNaughton
264-7385,91-7584
264-7385,74-20
279-9957,j-HVJagadish
279-9957,74-20
19-3517,93-9012
19-3517,k-GeorgiaKoutrika
19-3517,56-451
03-8978,16-8981
03-8978,75-887
94-226,t-WangChiewTan
94-226,49-612
94-226,54-6752
29-5942,74-3195
29-5942,k-GeorgiaKoutrika
29-5942,o-FatmaOzcan
29-5942,c-SaraCohen
29-5942,49-6395
34-1193,66-974
213-7863,27-3375
213-7863,82-7402
213-7863,i-StratosIdreos
213-7863,139-7927
213-7863,129-6927
213-7863,149-9304
203-8811,60-2319
203-8811,p-LucianPopa
203-8811,37-3868
203-8811,h-OktieHassanzadeh
203-8811,74-20
203-8811,23-7274
15-902,80-1651-2
15-902,37-3024
p-VPoosala,r-KARoss
p-VPoosala,k-HenryFKorth
p-VPoosala,k-NickKoudas
p-VPoosala,j-HVJagadish
68-2688,t-WangChiewTan
47-6544,t-WangChiewTan
47-6544,49-612
01-5944,t-WangChiewTan
29-5159,t-WangChiewTan
53-2744,t-WangChiewTan
95-7406,t-WangChiewTan
95-7406,h-OktieHassanzadeh
57-941,t-WangChiewTan
57-941,49-612
13-6295,t-WangChiewTan
35-2529,t-WangChiewTan
80-10492,t-WangChiewTan
68-10492,t-WangChiewTan
68-10492,74-20
63-884,t-WangChiewTan
90-4949,t-WangChiewTan
90-4949,54-6752
05-2613,t-WangChiewTan
05-2613,49-612
05-2613,o-FatmaOzcan
05-2613,54-6752
55-8429,t-WangChiewTan
08-4685,t-WangChiewTan
82-10496,t-WangChiewTan
82-10496,49-612
53-2140,t-WangChiewTan
62-2192,t-WangChiewTan
50-3044,t-WangChiewTan
91-3754,t-WangChiewTan
91-3754,l-FeifeiLi
91-3754,z-AoyingZhou
91-3754,55-3364
91-3754,85-1868-11
86-644,t-WangChiewTan
98-1350,t-WangChiewTan
19-6540,t-WangChiewTan
17-5572,t-WangChiewTan
31-5224,t-WangChiewTan
38-8429,t-WangChiewTan
93-10496,t-WangChiewTan
19-6977,t-WangChiewTan
64-2096,t-WangChiewTan
17-6696,r-VijayshankarRaman
53-3446,r-VijayshankarRaman
78-3835,r-VijayshankarRaman
32-5664,r-VijayshankarRaman
99-3704,j-ChrisJermaine
99-3704,13-8165
04-4806,j-ChrisJermaine
04-4806,80-594
04-4806,73-343
52-584,j-ChrisJermaine
52-584,73-343
52-584,10-5842
52-584,13-8165
243-2320,75-887
31-529,c-ShiminChen
53-1020,10-5630-1
53-1020,06-3456-1
53-1020,20-3883
53-1020,74-20
53-1020,163-0449
45-6607,z-KarineZeitouni
45-6607,o-FatmaOzcan
73-1969,74-20
193-9577,74-20
21-3781,n-JeffreyFNaughton
352-2686,04-1835
124-7240,h-KatjaHose
82-1037,j-ChrisJermaine
82-1037,08-4537
134-9676,t-WangChiewTan
68-387,t-WangChiewTan
230-4155,04-1835
230-4155,77-5034
217-9224,04-1835
i-IhabFIlyas,47-2825
i-IhabFIlyas,43-4397
i-IhabFIlyas,95-715
i-IhabFIlyas,t-YiChengTu
i-IhabFIlyas,129-9107
i-IhabFIlyas,07-1330
i-IhabFIlyas,75-3500
i-IhabFIlyas,82-3677
i-IhabFIlyas,15-5467
i-IhabFIlyas,26-7992
i-IhabFIlyas,52-11411
i-IhabFIlyas,95-8398
i-IhabFIlyas,69-9668
i-IhabFIlyas,24-9-3
i-IhabFIlyas,172-7638-10
i-IhabFIlyas,23-5290
i-IhabFIlyas,132-7797
i-IhabFIlyas,11-4375
i-IhabFIlyas,88-1407
i-IhabFIlyas,215-3678
i-IhabFIlyas,17-3003
i-IhabFIlyas,81-5447
i-IhabFIlyas,320-0224
i-IhabFIlyas,359-5474
i-IhabFIlyas,277-1619
i-IhabFIlyas,214-9957
i-IhabFIlyas,185-6923
i-IhabFIlyas,347-8615
i-IhabFIlyas,170-4751
i-IhabFIlyas,48-725
i-IhabFIlyas,284-0722
i-IhabFIlyas,27-7208
i-IhabFIlyas,239-4102
i-IhabFIlyas,254-8205
i-IhabFIlyas,67-3206
i-IhabFIlyas,84-5035
i-IhabFIlyas,117-4997
i-IhabFIlyas,97-3423
i-IhabFIlyas,x-XiaopengXiong
i-IhabFIlyas,117-3804
i-IhabFIlyas,155-1416
i-IhabFIlyas,364-7512
i-IhabFIlyas,364-6810
i-IhabFIlyas,234-9020
i-IhabFIlyas,148-5101
i-IhabFIlyas,271-8336
i-IhabFIlyas,08-1295
i-IhabFIlyas,138-7909
i-IhabFIlyas,17-3643
i-IhabFIlyas,72-1833
i-IhabFIlyas,96-7992
i-IhabFIlyas,295-3422
i-IhabFIlyas,295-3194
i-IhabFIlyas,10-166
i-IhabFIlyas,78-676
i-IhabFIlyas,157-6081
i-IhabFIlyas,318-3181
i-IhabFIlyas,130-2381
i-IhabFIlyas,14-8614
47-2825,a-WGAref
43-4397,94-5893
43-4397,a-WGAref
43-4397,49-6395
95-715,a-WGAref
t-YiChengTu,a-WGAref
t-YiChengTu,k-BenKao
t-YiChengTu,89-2619
t-YiChengTu,34-6522-1
129-9107,167-2106
129-9107,164-1401
07-1330,a-LyublenaAntova
07-1330,14-3692
07-1330,c-KCCChang
07-1330,k-NickKoudas
07-1330,14-6896
07-1330,31-9364
75-3500,94-5893
75-3500,a-WGAref
75-3500,89-2619
75-3500,49-6395
82-3677,163-0449
15-5467,42-3296
52-11411,131-4767
52-11411,58-3771
52-11411,w-StevenEuijongWhang
95-8398,m-IoanaManolescu
95-8398,131-4767
95-8398,92-6981
95-8398,c-DarioColazzo
69-9668,131-4767
24-9-3,60-2319
24-9-3,99-6349
172-7638-10,60-2319
23-5290,60-2319
23-5290,20-1055
132-7797,60-2319
11-4375,60-2319
215-3678,p-JMPetit
17-3003,p-JMPetit
320-0224,60-2319
320-0224,j-HVJagadish
320-0224,188-9073
359-5474,60-2319
277-1619,60-2319
214-9957,60-2319
214-9957,51-1742
347-8615,60-2319
347-8615,99-6349
170-4751,60-2319
170-4751,99-6349
48-725,c-SurajitChaudhuri
48-725,o-MouradOuzzani
284-0722,99-6349
27-7208,d-KhuzaimaDaudjee
27-7208,99-6349
239-4102,164-1401
254-8205,60-2319
254-8205,99-6349
67-3206,60-2319
67-3206,99-6349
117-4997,o-MouradOuzzani
117-4997,27-104-1
117-4997,j-GabrielaJacquesSilva
97-3423,94-5893
97-3423,a-WGAref
97-3423,94-1028
97-3423,49-6395
x-XiaopengXiong,94-5893
x-XiaopengXiong,a-WGAref
x-XiaopengXiong,49-6395
117-3804,42-3296
155-1416,60-2319
364-7512,60-2319
364-6810,60-2319
234-9020,60-2319
148-5101,60-2319
271-8336,60-2319
08-1295,60-2319
138-7909,60-2319
17-3643,60-2319
72-1833,s-KennethSalem
295-3422,77-4620
295-3422,74-3195
295-3422,177-8852
295-3194,77-4620
295-3194,74-3195
295-3194,177-8852
10-166,p-NeoklisPolyzotis
10-166,b-MarcoBrambilla
10-166,73-6114
10-166,14-6896
78-676,14-3692
78-676,c-KCCChang
157-6081,28-949-1
157-6081,164-1401
130-2381,42-3296
t-MartinTheobald,r-LucDeRaedt
t-MartinTheobald,74-5534
t-MartinTheobald,13-4148
t-MartinTheobald,149-1363
t-MartinTheobald,256-0988
t-MartinTheobald,256-0995
t-MartinTheobald,k-ClausPeterKlas
t-MartinTheobald,25-624
t-MartinTheobald,b-MariaBiryukov
t-MartinTheobald,19-10654
t-MartinTheobald,187-3082
t-MartinTheobald,12-5266
t-MartinTheobald,53-6604
t-MartinTheobald,41-5768
t-MartinTheobald,210-5003
t-MartinTheobald,356-3404
t-MartinTheobald,254-9146
t-MartinTheobald,21-346
t-MartinTheobald,309-0894
t-MartinTheobald,13-6130
t-MartinTheobald,83-5858
t-MartinTheobald,91-1021
t-MartinTheobald,152-9341
t-MartinTheobald,264-4361
t-MartinTheobald,93-25
t-MartinTheobald,40-3795
t-MartinTheobald,c-ElizabethChang
t-MartinTheobald,69-4056
t-MartinTheobald,93-10440
t-MartinTheobald,57-4611
t-MartinTheobald,49-1431
t-MartinTheobald,95-7687
t-MartinTheobald,48-6214
t-MartinTheobald,55-3346
t-MartinTheobald,74-5510
t-MartinTheobald,54-4805
t-MartinTheobald,57-3823
t-MartinTheobald,p-APaepcke
t-MartinTheobald,20-4308
t-MartinTheobald,88-533
t-MartinTheobald,126-4992
t-MartinTheobald,67-2092
t-MartinTheobald,96-6201
t-MartinTheobald,75-1690
t-MartinTheobald,274-0285
t-MartinTheobald,34-3714
t-MartinTheobald,22-369
t-MartinTheobald,12-6362
r-LucDeRaedt,y-XifengYan
74-5534,65-1457
74-5534,i-StratosIdreos
74-5534,88-6520
256-0988,162-6966
256-0995,162-6966
25-624,85-5637-1
25-624,162-6966
b-MariaBiryukov,162-6966
41-5768,07-1751
254-9146,162-6966
13-6130,k-GeorgiaKoutrika
13-6130,a-FotoNAfrati
13-6130,w-StevenEuijongWhang
152-9341,b-MichaelHBohlen
152-9341,85-7967
264-4361,162-6966
57-4611,m-IoanaManolescu
57-4611,39-3530-1
48-6214,63-9828
55-3346,40-4987
74-5510,m-JosianeMothe
54-4805,38-2946
57-3823,82-231
57-3823,j-HVJagadish
p-APaepcke,l-BertramLudascher
p-APaepcke,c-KCCChang
88-533,m-JosianeMothe
274-0285,162-6966
v-VVassalos,22-9856
v-VVassalos,187-6254
v-VVassalos,61-6535
v-VVassalos,77-4166
v-VVassalos,25-7118
v-VVassalos,45-6755
v-VVassalos,33-1568
v-VVassalos,40-800
v-VVassalos,y-RamanaYerneni
v-VVassalos,93-4554
v-VVassalos,63-4554
v-VVassalos,58-6097
v-VVassalos,166-5158
v-VVassalos,130-2400
v-VVassalos,10-6559
v-VVassalos,207-9066
v-VVassalos,m-JasonMcHugh
v-VVassalos,167-5465
v-VVassalos,225-2138
v-VVassalos,205-1991
v-VVassalos,49-2914
v-VVassalos,245-1853
v-VVassalos,04-4804
v-VVassalos,16-5137
v-VVassalos,43-1749
v-VVassalos,v-IraklisVarlamis
v-VVassalos,62-3993
v-VVassalos,117-5875
v-VVassalos,12-11469
v-VVassalos,68-3430
v-VVassalos,77-2783
v-VVassalos,67-9960
v-VVassalos,167-4694
v-VVassalos,151-5687
v-VVassalos,96-5947
v-VVassalos,25-6189
v-VVassalos,195-7596
v-VVassalos,95-4731
v-VVassalos,33-3463
v-VVassalos,163-9826
v-VVassalos,n-SvetlozarNestorov
v-VVassalos,b-MMBreunig
v-VVassalos,32-3207
v-VVassalos,151-5251
v-VVassalos,137-4532
v-VVassalos,28-5677
v-VVassalos,12-648
v-VVassalos,13-5237
v-VVassalos,q-DQuass
61-6535,a-AnastassiaAilamaki
61-6535,41-9728
45-6755,d-ADeligiannakis
40-800,d-ADeligiannakis
y-RamanaYerneni,l-ChenLi1
y-RamanaYerneni,p-YPapakonstantinou
y-RamanaYerneni,w-StevenEuijongWhang
93-4554,l-ChenLi1
93-4554,p-YPapakonstantinou
166-5158,c-ShiminChen
207-9066,k-NickKoudas
43-1749,74-3195
v-IraklisVarlamis,t-YannisTheodoridis
68-3430,s-AmbujKSingh
68-3430,y-XifengYan
95-4731,19-4428
95-4731,49-8316
95-4731,83-741
95-4731,a-FotoNAfrati
95-4731,42-4419
33-3463,a-FotoNAfrati
32-3207,a-AnastassiaAilamaki
32-3207,41-9728
151-5251,a-AnastassiaAilamaki
151-5251,41-9728
28-5677,p-YPapakonstantinou
12-648,p-YPapakonstantinou
13-5237,p-YPapakonstantinou
q-DQuass,r-KARoss
q-DQuass,p-YPapakonstantinou
w-JefWijsen,k-RudolfKruse
w-JefWijsen,38-5198
w-JefWijsen,06-3872-2
w-JefWijsen,129-1659
w-JefWijsen,57-10142
w-JefWijsen,b-VeroniqueBruyere
w-JefWijsen,13-6092
w-JefWijsen,84-7943
w-JefWijsen,51-7012
w-JefWijsen,313-2315
w-JefWijsen,38-7622
w-JefWijsen,242-6424
w-JefWijsen,276-5074
w-JefWijsen,183-6263
w-JefWijsen,28-3712
w-JefWijsen,20-3106
w-JefWijsen,156-3546
w-JefWijsen,84-1034
w-JefWijsen,d-SDekeyser
w-JefWijsen,a-mAgier
w-JefWijsen,99-3358
w-JefWijsen,25-6265
w-JefWijsen,276-5115
w-JefWijsen,276-5119
w-JefWijsen,276-5060
w-JefWijsen,l-WeiruLiu
w-JefWijsen,m-NicolasMarkey
k-RudolfKruse,r-MatthiasRenz
183-6263,49-8316
156-3546,49-8316
d-SDekeyser,c-ToonCalders
a-mAgier,p-JMPetit
99-3358,p-JMPetit
l-WeiruLiu,77-2970-1
m-NicolasMarkey,f-JAFernandesdeMacedo
r-MatthiasRenz,156-9559
r-MatthiasRenz,299-8701
r-MatthiasRenz,335-9922
r-MatthiasRenz,299-8629
r-MatthiasRenz,299-8598
r-MatthiasRenz,09-1302
r-MatthiasRenz,99-8750
r-MatthiasRenz,64-9991
r-MatthiasRenz,144-3203
r-MatthiasRenz,59-8052
r-MatthiasRenz,k-PeterKunath
r-MatthiasRenz,p-MartinPfeifle
r-MatthiasRenz,96-9320
r-MatthiasRenz,23-1126
r-MatthiasRenz,73-3891
r-MatthiasRenz,a-ElkeAchtert
r-MatthiasRenz,132-8601
r-MatthiasRenz,79-9990
r-MatthiasRenz,21-11533
r-MatthiasRenz,327-1821
r-MatthiasRenz,183-6562
r-MatthiasRenz,327-1590
r-MatthiasRenz,289-2093
r-MatthiasRenz,289-1566
r-MatthiasRenz,10-2658
r-MatthiasRenz,176-2211
r-MatthiasRenz,27-481
r-MatthiasRenz,207-9243
r-MatthiasRenz,362-6302
r-MatthiasRenz,202-2671
r-MatthiasRenz,299-8642
r-MatthiasRenz,299-8565
r-MatthiasRenz,30-10430
r-MatthiasRenz,33-10399
r-MatthiasRenz,b-StefanBrecheisen
r-MatthiasRenz,304-7977
r-MatthiasRenz,50-9942
r-MatthiasRenz,32-5827
r-MatthiasRenz,121-4353
r-MatthiasRenz,299-8705
r-MatthiasRenz,20-10699
r-MatthiasRenz,151-3112
r-MatthiasRenz,17-1867
r-MatthiasRenz,177-0749
r-MatthiasRenz,240-3748
r-MatthiasRenz,02-9913
r-MatthiasRenz,30-11327
r-MatthiasRenz,200-2302
r-MatthiasRenz,68-7260
r-MatthiasRenz,357-6055
r-MatthiasRenz,35-2415
r-MatthiasRenz,363-2997
r-MatthiasRenz,20-1251
r-MatthiasRenz,h-WilhelmHasselbring
r-MatthiasRenz,35-7114
r-MatthiasRenz,25-499
r-MatthiasRenz,r-FrancescoRicci
r-MatthiasRenz,41-4932
r-MatthiasRenz,73-2377-1
r-MatthiasRenz,72-9926
r-MatthiasRenz,71-6044
r-MatthiasRenz,19-3772
r-MatthiasRenz,51-7536
r-MatthiasRenz,17-7536
r-MatthiasRenz,60-7536
r-MatthiasRenz,60-8557
r-MatthiasRenz,324-1623
r-MatthiasRenz,43-8749
r-MatthiasRenz,163-5956
r-MatthiasRenz,p-MarcoPotke
r-MatthiasRenz,76-15
r-MatthiasRenz,249-3921
r-MatthiasRenz,328-0635
r-MatthiasRenz,66-4975
r-MatthiasRenz,60-1152-1
r-MatthiasRenz,274-1687
156-9559,18-2478
09-1302,k-AlfonsKemper
99-8750,34-6253
99-8750,c-LeiChen0002
99-8750,18-2478
64-9991,18-2478
144-3203,34-6253
144-3203,18-2478
59-8052,19-4428
59-8052,s-TimosKSellis
59-8052,18-2478
p-MartinPfeifle,k-KarinKailing
96-9320,89-2619
96-9320,46-2884
96-9320,s-TimosKSellis
23-1126,k-KarinKailing
73-3891,65-3446
a-ElkeAchtert,18-2478
79-9990,18-2478
21-11533,65-3446
21-11533,k-AlfonsKemper
21-11533,18-2478
304-7977,c-LeiChen0002
304-7977,18-2478
304-7977,a-IraAssent
50-9942,18-2478
121-4353,18-2478
20-10699,34-6253
20-10699,c-LeiChen0002
20-10699,18-2478
151-3112,34-6253
151-3112,c-LeiChen0002
151-3112,89-2619
151-3112,18-2478
30-11327,66-974
30-11327,18-2478
200-2302,66-974
200-2302,18-2478
68-7260,66-974
68-7260,18-2478
35-2415,18-2478
35-7114,34-6253
35-7114,k-BenKao
35-7114,18-2478
35-7114,56-2998-1
25-499,19-4428
25-499,38-4801
r-FrancescoRicci,19-4428
r-FrancescoRicci,38-2946
r-FrancescoRicci,38-4801
r-FrancescoRicci,96-11411
73-2377-1,66-974
73-2377-1,18-2478
72-9926,66-974
72-9926,18-2478
71-6044,k-BenKao
71-6044,89-2619
71-6044,18-2478
71-6044,80-2320
19-3772,89-2619
19-3772,18-2478
60-8557,46-2884
60-8557,18-10886
43-8749,18-2478
163-5956,18-2478
66-4975,34-6253
66-4975,89-2619
66-4975,18-2478
60-1152-1,34-6253
60-1152-1,38-4996
60-1152-1,89-2619
60-1152-1,18-2478
r-ChristopherRe,v-WernerVogels
r-ChristopherRe,130-0612
r-ChristopherRe,160-9051
r-ChristopherRe,259-3183
r-ChristopherRe,153-0211
r-ChristopherRe,176-4061
r-ChristopherRe,164-5807
r-ChristopherRe,12-1751
r-ChristopherRe,00-10545
r-ChristopherRe,88-8850
r-ChristopherRe,122-4105
r-ChristopherRe,w-StephenJWright
r-ChristopherRe,116-3047
r-ChristopherRe,222-1849
r-ChristopherRe,60-7206
r-ChristopherRe,56-3690-1
r-ChristopherRe,07-314-49
r-ChristopherRe,250-2733
r-ChristopherRe,130-0311
r-ChristopherRe,184-2020
r-ChristopherRe,133-3602
r-ChristopherRe,200-8265
r-ChristopherRe,209-9732
r-ChristopherRe,68-4290
r-ChristopherRe,16-9070
r-ChristopherRe,234-7876
r-ChristopherRe,135-1140
r-ChristopherRe,32-10927
r-ChristopherRe,71-9307
r-ChristopherRe,198-0681
r-ChristopherRe,06-6420-2
r-ChristopherRe,242-4761
r-ChristopherRe,239-8622
r-ChristopherRe,120-9066
r-ChristopherRe,213-7860
r-ChristopherRe,248-8104
r-ChristopherRe,228-8292
r-ChristopherRe,61-3250
r-ChristopherRe,60-1968
r-ChristopherRe,27-3216
r-ChristopherRe,s-JudeWShavlik
r-ChristopherRe,217-1811
r-ChristopherRe,83-8117
r-ChristopherRe,81-6860
r-ChristopherRe,129-6707
r-ChristopherRe,129-6756
r-ChristopherRe,79-583
r-ChristopherRe,133-1772
r-ChristopherRe,79-2528
r-ChristopherRe,160-7607
r-ChristopherRe,160-7612
r-ChristopherRe,173-5115
r-ChristopherRe,161-9956
r-ChristopherRe,78-11411
r-ChristopherRe,148-5947
r-ChristopherRe,132-7990
r-ChristopherRe,212-8328
r-ChristopherRe,47-2081
r-ChristopherRe,50-5034
r-ChristopherRe,k-IsaacSKohane
r-ChristopherRe,69-393
r-ChristopherRe,227-2140
r-ChristopherRe,255-5601
r-ChristopherRe,341-5225
r-ChristopherRe,290-6951
r-ChristopherRe,11-3211
r-ChristopherRe,304-8782
r-ChristopherRe,175-1290
r-ChristopherRe,287-4524
r-ChristopherRe,155-8913
r-ChristopherRe,284-4190
r-ChristopherRe,238-1405
r-ChristopherRe,184-7801
r-ChristopherRe,236-4965
r-ChristopherRe,356-8385
r-ChristopherRe,359-2513
r-ChristopherRe,t-SebastianThrun
r-ChristopherRe,146-7842
r-ChristopherRe,72-5202
r-ChristopherRe,264-2660
r-ChristopherRe,233-4077
r-ChristopherRe,206-6174
r-ChristopherRe,238-1606
r-ChristopherRe,45-8424
r-ChristopherRe,56-7749
r-ChristopherRe,238-1178
r-ChristopherRe,295-5424
r-ChristopherRe,295-5219
r-ChristopherRe,81-756
r-ChristopherRe,27-3541-6
r-ChristopherRe,144-7831
r-ChristopherRe,181-5945
r-ChristopherRe,182-2122
r-ChristopherRe,48-1117
r-ChristopherRe,17-322
r-ChristopherRe,77-7837
r-ChristopherRe,227-4714
r-ChristopherRe,88-8205-2
r-ChristopherRe,298-7563
r-ChristopherRe,198-1432
r-ChristopherRe,163-0558
r-ChristopherRe,163-0454
r-ChristopherRe,138-5582
r-ChristopherRe,248-7538
r-ChristopherRe,160-8839
r-ChristopherRe,74-5309
r-ChristopherRe,61-7672-1
r-ChristopherRe,127-7667
r-ChristopherRe,129-7604
r-ChristopherRe,173-8233
r-ChristopherRe,29-10661
r-ChristopherRe,161-0817
r-ChristopherRe,44-2254
r-ChristopherRe,51-6164
r-ChristopherRe,53-740
r-ChristopherRe,p-LawrenceTPileggi
r-ChristopherRe,05-3799
r-ChristopherRe,r-JMRabaey
r-ChristopherRe,48-6697
r-ChristopherRe,30-4561
r-ChristopherRe,42-5540
r-ChristopherRe,160-7573
r-ChristopherRe,188-6236
r-ChristopherRe,173-1968
r-ChristopherRe,230-3614
r-ChristopherRe,233-4128
r-ChristopherRe,185-9532
r-ChristopherRe,t-JoelATropp
r-ChristopherRe,c-MosesCharikar
r-ChristopherRe,146-0153
r-ChristopherRe,135-4647
r-ChristopherRe,71-4541
r-ChristopherRe,264-1959
r-ChristopherRe,359-5994
r-ChristopherRe,39-2860
r-ChristopherRe,63-10689
r-ChristopherRe,193-9727
r-ChristopherRe,170-2573
r-ChristopherRe,65-9899
r-ChristopherRe,131-4129
r-ChristopherRe,131-4124
r-ChristopherRe,166-1729
r-ChristopherRe,24-2880
r-ChristopherRe,01-1844-15
r-ChristopherRe,341-1491
r-ChristopherRe,119-4026
r-ChristopherRe,90-6212
r-ChristopherRe,65-1792
r-ChristopherRe,180-6859
r-ChristopherRe,53-3609
r-ChristopherRe,160-8811
r-ChristopherRe,22-4090
r-ChristopherRe,234-3675
r-ChristopherRe,46-4265
r-ChristopherRe,168-4752
r-ChristopherRe,274-0901
r-ChristopherRe,242-8000
r-ChristopherRe,176-5447
r-ChristopherRe,192-0474
r-ChristopherRe,126-5109
r-ChristopherRe,267-5485
r-ChristopherRe,242-8172
r-ChristopherRe,m-ChristopherDManning
r-ChristopherRe,292-2621
r-ChristopherRe,217-1763
r-ChristopherRe,283-5309
r-ChristopherRe,221-1812
r-ChristopherRe,290-7140
r-ChristopherRe,249-5558
r-ChristopherRe,230-3470
r-ChristopherRe,132-9675
r-ChristopherRe,203-8783
r-ChristopherRe,07-4378
r-ChristopherRe,297-8825
r-ChristopherRe,220-3987
r-ChristopherRe,153-2146
r-ChristopherRe,56-10453
r-ChristopherRe,32-8219
r-ChristopherRe,156-8369
r-ChristopherRe,77-1630
r-ChristopherRe,185-5509
r-ChristopherRe,68-10767
r-ChristopherRe,322-8998
r-ChristopherRe,334-4704
r-ChristopherRe,324-2699
r-ChristopherRe,351-7206
r-ChristopherRe,245-5812
r-ChristopherRe,116-5417
r-ChristopherRe,219-4737
r-ChristopherRe,350-4168
r-ChristopherRe,324-3773
r-ChristopherRe,295-9604
r-ChristopherRe,218-5462
r-ChristopherRe,218-5529
r-ChristopherRe,118-8889-1
r-ChristopherRe,66-8467
r-ChristopherRe,183-0951
r-ChristopherRe,211-3815
r-ChristopherRe,236-0863
r-ChristopherRe,141-2498
r-ChristopherRe,218-6619
r-ChristopherRe,264-2700
r-ChristopherRe,209-9594
r-ChristopherRe,345-1735
r-ChristopherRe,359-5796
r-ChristopherRe,254-1396
r-ChristopherRe,359-6228
r-ChristopherRe,228-7003
r-ChristopherRe,206-6726
r-ChristopherRe,194-2969
r-ChristopherRe,298-3501
r-ChristopherRe,240-9334
r-ChristopherRe,355-2734
r-ChristopherRe,225-4683
r-ChristopherRe,186-5951
r-ChristopherRe,355-3031
r-ChristopherRe,280-9649
r-ChristopherRe,r-DNRockmore
r-ChristopherRe,247-3945
r-ChristopherRe,355-3311
r-ChristopherRe,355-2920
r-ChristopherRe,342-7579
r-ChristopherRe,355-2821
r-ChristopherRe,355-2149
r-ChristopherRe,348-9576
r-ChristopherRe,355-2483
r-ChristopherRe,355-2815
r-ChristopherRe,164-7733
r-ChristopherRe,277-6764
r-ChristopherRe,232-4545
